Species ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Authority	Infraspecific rank	Infraspecific name	Infraspecific authority	Stock/subpopulation	Synonyms	Common names (Eng)	Common names (Fre)	Common names (Spa)	Red List status	Red List criteria	Red List criteria version	Year assessed	Population trend	Petitioned
56682	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	jaumei	Estrada and Alonso, 1997									CR	B1ab(iii)	3.1	2004	decreasing	N
56684	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	johnstonei	Barbour, 1914					Eleutherodactylus barbudensis	Lesser Antillean whistling frog		Coqui Antillano	LC		3.1	2008	increasing	N
135828	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	juanariveroi	Rios-López and Thomas, 2007					Eleutherodactylus juanariveroi				CR	A4ac; B1ab(i,ii,iii)+2ab(i,ii,iii)	3.1	2008	unknown	N
56688	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	jugans	(Cochran, 1937)									CR	A3c	3.1	2004	decreasing	N
7145	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	junori	Dunn, 1926									CR	B2ab(iii,v)	3.1	2004	decreasing	N
7146	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	karlschmidti	Grant, 1931						Stream Coqui, Webbed-footed Coqui		Coqui Palmeado	CR	A2ae	3.1	2008	decreasing	N
56693	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	klinikowskii	Schwartz, 1959									EN	B1ab(iii)	3.1	2004	decreasing	N
56698	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	lamprotes	Schwartz, 1973									CR	A3c	3.1	2004	decreasing	N
56708	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	leberi	Schwartz, 1965									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56711	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	lentus	(Cope, 1862)						Yellow Mottled Coqui			EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56712	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	leoncei	Shreve and Williams, 1963									CR	A3c	3.1	2004	decreasing	N
56714	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	leprus	Cope, 1879									VU	B1ab(iii)	3.1	2004	decreasing	N
56719	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	limbatus	(Cope, 1862)									VU	B1ab(iii)	3.1	2004	decreasing	N
56725	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	locustus	Schmidt, 1920					Eleutherodactylus cramptoni	Locust Coqui		Coqui Martillito	CR	A4ae	3.1	2008	decreasing	N
56727	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	longipes	(Baird, 1859)									VU	B1ab(iii)	3.1	2004	decreasing	N
56730	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	lucioi	Schwartz, 1980									CR	A3c; B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56733	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	luteolus	(Gosse, 1851)					Eleutherodactylus lewisi				EN	B1ab(iii)	3.1	2004	decreasing	N
61812	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	maestrensis	Díaz, Cádiz and Navarro, 2005									DD		3.1	2006	unknown	N
56742	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	mariposa	Hedges, Estrada and Thomas, 1992									CR	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56744	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	marnockii	(Cope, 1878)						Cliff Chirping Frog			LC		3.1	2004	stable	N
56747	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	martinicensis	(Tschudi, 1838)									NT		3.1	2004	decreasing	N
56749	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	maurus	Hedges, 1989					Tomodactylus fuscus			Rana-fisgona Café	DD		3.1	2004	unknown	N
56754	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	melacara	Hedges, Estrada and Thomas, 1992									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
135753	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	michaelschmidi	Díaz, Cádiz & Navarro, 2007									EN	B1ab(iii)+2ab(iii)	3.1	2008	unknown	N
56767	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	minutus	Noble, 1923					Eleutherodactylus abbotti ssp. minutus				EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56770	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	modestus	(Taylor, 1942)								Rana-chirriadora Dedos Chatos	VU	B1ab(iii)	3.1	2004	decreasing	N
56774	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	monensis	(Meerwarth, 1901)						Mona Coqui		Coqui De La Mona, Coqui De Mona	VU	D2	3.1	2008	stable	N
56776	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	montanus	Schmidt, 1919									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56793	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	nitidus	(Peters, 1869)					Tomodactylus amulae|Tomodactylus nitidus ssp. orarius|Tomodactylus nitidus orarius				LC		3.1	2004	decreasing	N
56794	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	nivicolimae	(Dixon and Webb, 1966)								Rana-chirriadora Del Nevado De Colima	VU	D2	3.1	2004	stable	N
56796	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	nortoni	Schwartz, 1976									CR	A3c	3.1	2004	decreasing	N
56797	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	nubicola	Dunn, 1926									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56813	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	orcutti	Dunn, 1928									CR	A2ace	3.1	2004	decreasing	N
56815	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	orientalis	(Barbour & Shreve, 1937)					Eleutherodactylus limbatus ssp. orientalis				CR	B1ab(iii)	3.1	2004	decreasing	N
56819	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	oxyrhyncus	(Dumeril and Bibron, 1841)					Eleutherodactylus femur-levis				CR	A3c	3.1	2004	decreasing	N
56822	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pallidus	(Duellman, 1968)								Rana-chirriadora Pálida	DD		3.1	2004	unknown	N
56824	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pantoni	Dunn, 1926									NT		3.1	2004	unknown	N
56825	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	parabates	Schwartz, 1964									CR	A3c	3.1	2004	decreasing	N
56827	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	parapelates	Hedges and Thomas, 1987									CR	A3c	3.1	2004	decreasing	N
56834	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	patriciae	Schwartz, 1964 (1965)									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56836	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	paulsoni	Schwartz, 1964									CR	A3c	3.1	2004	decreasing	N
56842	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pentasyringos	Schwartz & Fowler, 1973					Eleutherodactylus pantoni ssp. pentasyringos				VU	B1ab(iii)	3.1	2004	decreasing	N
56851	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pezopetrus	Schwartz, 1960									CR	B1ab(iii)	3.1	2004	decreasing	N
56858	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pictissimus	Cochran, 1935									VU	B1ab(iii)	3.1	2004	decreasing	N
56859	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pinarensis	Dunn, 1926									EN	B1ab(iii)	3.1	2004	decreasing	N
56860	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pinchoni	Schwartz, 1967									EN	B1ab(iii,v)+2ab(iii,v)	3.1	2004	decreasing	N
56862	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pipilans	Taylor, 1940									LC		3.1	2004	stable	N
56863	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	pituinus	Schwartz, 1965									EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56864	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	planirostris	(Cope, 1862)					Hylodes planirostris	Greenhouse Frog			LC		3.1	2004	stable	N
56874	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	poolei	Cochran, 1938									CR	A3c; B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56875	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	portoricensis	Schmidt, 1927						Upland Coqui		Coqui De La Montaña, Coqui De Montaña	EN	A4ae	3.1	2008	decreasing	N
7455	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	principalis	Estrada and Hedges, 1997									EN	B1ab(iii)	3.1	2004	decreasing	N
56877	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	probolaeus	Schwartz, 1964 (1965)									EN	B1ab(iii)	3.1	2004	decreasing	N
56909	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rhodesi	Schwartz, 1980									CR	A3c; B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56914	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	richmondi	Stejneger, 1904					Eleutherodactylus lentus ssp. richmondi	Richmond's Coqui		Coquí Caoba, Coquí De Richmond	CR	A3ce	3.1	2008	decreasing	N
56915	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	ricordii	(Dumeril and Bibron, 1841)									VU	B1ab(iii)	3.1	2004	decreasing	N
56917	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	riparius	Estrada and Hedges, 1998									LC		3.1	2004	unknown	N
56920	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rivularis	Diaz, Estrada and Hedges, 2001									CR	B1ab(iii)	3.1	2004	decreasing	N
135989	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rogersi	Goin, 1955									DD		3.1	2008	unknown	N
56922	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	ronaldi	Schwartz, 1960									VU	B1ab(iii)	3.1	2004	decreasing	N
56928	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rubrimaculatus	(Taylor and Smith, 1945)									VU	B1ab(iii)	3.1	2004	decreasing	N
56930	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rufescens	(Duellman and Dixon, 1959)								Rana-fisgona Roja	CR	B1ab(iii)	3.1	2004	decreasing	N
56931	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	rufifemoralis	Noble & Hassler, 1933						Red-legged Robber Frog			CR	A3c	3.1	2004	unknown	N
56938	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	ruthae	Noble, 1923									EN	B1ab(iii,v)	3.1	2004	decreasing	N
56951	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	saxatilis	(Webb, 1962)									EN	B1ab(iii)	3.1	2004	decreasing	N
56952	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	schmidti	Noble, 1923									CR	A2ace	3.1	2004	decreasing	N
56954	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	schwartzi	Thomas, 1966						Virgin Islands Coqui			EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
56955	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	sciagraphus	Schwartz, 1973									CR	A3c; B2ab(iii)	3.1	2004	decreasing	N
7147	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	semipalmatus	Shreve, 1936									CR	A3c; B2ab(iii)	3.1	2004	decreasing	N
56968	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	simulans	Diaz and Fong, 2001									EN	B1ab(iii)	3.1	2004	decreasing	N
7148	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	sisyphodemus	Crombie, 1977									CR	B1ab(iii)	3.1	2004	decreasing	N
56988	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	symingtoni	Schwartz, 1957					Eleutherodactylus delacruzi				CR	A2ace;B2ab(iii,v);C1	3.1	2004	decreasing	N
56989	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	syristes	(Hoyt, 1965)						Piping Peeping Frog		Rana-fisgona Flautera	EN	B1ab(iii)	3.1	2004	decreasing	N
56999	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	teretistes	(Duellman, 1958)								Rana-ladrona Silbadora	DD		3.1	2004	unknown	N
57001	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	tetajulia	Estrada and Hedges, 1996									CR	B1ab(iii)	3.1	2004	decreasing	N
57003	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	thomasi	Schwartz, 1959									EN	B1ab(iii)	3.1	2004	decreasing	N
57004	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	thorectes	Hedges, 1988									CR	A3c; B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
57009	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	toa	Estrada and Hedges, 1991									EN	B1ab(iii)	3.1	2004	decreasing	N
29470	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	tonyi	Estrada and Hedges, 1997									CR	B1ab(iii)	3.1	2004	decreasing	N
57019	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	turquinensis	Barbour and Shreve, 1937									CR	B2ab(iii)	3.1	2004	decreasing	N
57023	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	unicolor	Stejneger, 1904						Dwarf Coqui		Coqui Duende	VU	D2	3.1	2008	stable	N
57030	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	varians	(Gundlach and Peters, 1864)									VU	B1ab(iii)	3.1	2004	decreasing	N
57031	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	varleyi	Dunn, 1925					Eleutherodactylus phyzelus				LC		3.1	2004	stable	N
57034	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	ventrilineatus	(Shreve, 1936)									CR	A3c; B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
57037	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	verrucipes	(Cope, 1885)								Rana-chirrionera Orejona	VU	B1ab(iii)	3.1	2004	decreasing	N
57038	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	verruculatus	(Peters, 1870)								Rana-chirrionera Menor	DD		3.1	2004	unknown	N
57052	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	warreni	Schwartz, 1976									CR	A3c	3.1	2004	decreasing	N
57053	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	weinlandi	Barbour, 1914									LC		3.1	2004	decreasing	N
57054	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	wetmorei	Cochran, 1932									VU	B1ab(iii)	3.1	2004	decreasing	N
57056	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	wightmanae	Schmidt, 1920						Melodius Coqui		Coquí Melodioso	EN	A4ae; B1ab(v)	3.1	2008	decreasing	N
57065	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	zeus	Schwartz, 1958									EN	B1ab(iii)	3.1	2004	decreasing	N
57069	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	zugi	Schwartz, 1958									EN	B1ab(iii)	3.1	2004	decreasing	N
57247	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	coloradorum	(Cannatella and Duellman, 1984)					Physalaemus coloradorum				DD		3.1	2004	unknown	N
61833	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	guayaco	(Ron, Coloma and Cannatella, 2005)					Physalaemus guayaco				DD		3.1	2006	unknown	N
57264	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	montubio	(Ron, Cannatella and Coloma, 2004)					Physalaemus montubio				LC		3.1	2004	stable	N
57271	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	pustulatus	(Shreve, 1941)					Physalaemus pustulatus				LC		3.1	2004	unknown	N
57272	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	pustulosus	(Cope, 1864)					Physalaemus pustulosus			Sapito De Pustulas, Tungara	LC		3.1	2008	stable	N
57273	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Engystomops	randi	(Ron, Cannatella and Coloma, 2004)					Physalaemus randi				LC		3.1	2004	stable	N
59260	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Ensatina	eschscholtzii	Gray, 1850						Ensatina			LC		3.1	2008	decreasing	N
59639	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	bicolor	Boulenger, 1883									LC		3.1	2004	unknown	N
59640	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	columbianus	(Rendahl and Vestergren, 1938)									DD		3.1	2004	unknown	N
59641	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	lativittatus	Taylor, 1968									DD		3.1	2004	unknown	N
59642	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	marmoratus	Taylor, 1968									DD		3.1	2004	unknown	N
59643	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	niger	(Dunn, 1942)								Cecilia Negra	LC		3.1	2004	unknown	N
59644	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	parkeri	(Dunn, 1942)									DD		3.1	2004	unknown	N
59645	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	peruvianus	(Boulenger, 1902)									DD		3.1	2004	unknown	N
59646	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	RHINATREMATIDAE	Epicrionops	petersi	Taylor, 1968									LC		3.1	2004	unknown	N
54598	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Epidalea	calamita	(Laurenti, 1768)					Bufo calamita	Natterjack Toad		Sapo Corredor	LC		3.1	2008	decreasing	N
55213	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Epipedobates	anthonyi	(Noble, 1921)								Rana Tricolor Ecuatoriana	NT		3.1	2004	decreasing	N
55217	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Epipedobates	boulengeri	(Barbour, 1909)						Marbled Poison Frog			LC		3.1	2004	unknown	N
55221	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Epipedobates	espinosai	(Funkhouser, 1956)									DD		3.1	2004	unknown	N
55107	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Epipedobates	machalilla	(Coloma, 1995)					Colostethus machalilla			Rana Nodriza De Machalilla	NT		3.1	2004	decreasing	N
55239	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Epipedobates	tricolor	(Boulenger, 1899)								Rana Tricolor Ecuatoriana	EN	B1ab(iii,v)	3.1	2004	decreasing	N
58075	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Ericabatrachus	baleensis	Largen, 1991									EN	B1ab(iii)	3.1	2004	decreasing	N
57071	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Euparkerella	brasiliensis	(Parker, 1926)									LC		3.1	2004	decreasing	N
57072	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Euparkerella	cochranae	Izecksohn, 1988									LC		3.1	2004	decreasing	N
57073	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Euparkerella	robusta	Izecksohn, 1988									VU	B1ab(iii)	3.1	2004	decreasing	N
57074	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Euparkerella	tridactyla	Izecksohn, 1988									VU	D2	3.1	2004	stable	N
57267	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEIUPERIDAE	Eupemphix	nattereri	(Steindachner, 1863)					Physalaemus nattereri				LC		3.1	2004	decreasing	N
58260	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DICROGLOSSIDAE	Euphlyctis	cyanophlyctis	(Schneider, 1799)					Euphlyctis cyanophlyctis ssp. microspinulata|Euphlyctis cyanophlyctis microspinulata				LC		3.1	2008	stable	N
58261	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DICROGLOSSIDAE	Euphlyctis	ehrenbergii	(Peters, 1863)					Rana cyanophlyctis ssp. ehrenbergi				LC		3.1	2004	stable	N
58262	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DICROGLOSSIDAE	Euphlyctis	ghoshi	(Chanda, 1991)									DD		3.1	2004	unknown	N
58263	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DICROGLOSSIDAE	Euphlyctis	hexadactylus	(Lesson, 1834)						Indian Green Frog			LC		3.1	2004	stable	N
59449	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Euproctus	montanus	(Savi, 1838)						Corsican Brook Salamander, Corsican Mountain Newt			LC		3.1	2008	stable	N
8371	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Euproctus	platycephalus	(Gravenhorst, 1829)						Sardinian Brook Salamander, Sardinian Mountain Newt			EN	B2ab(iii,iv)	3.1	2008	decreasing	N
57075	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	calcaratus	(Günther, 1881)									LC		3.1	2004	decreasing	N
57076	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	contulmoensis	Ortiz, Ibarra-Vidal, Formas, 1989									EN	B1ab(iii)	3.1	2004	decreasing	N
57077	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	emiliopugini	Formas, 1989									LC		3.1	2004	decreasing	N
8375	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	insularis	(Philippi, 1902)									CR	B1ab(iii)	3.1	2004	decreasing	N
8376	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	migueli	Formas, 1978									EN	B1ab(iii)	3.1	2004	decreasing	N
57078	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Eupsophus	nahuelbutensis	Ortiz, Ibarra-Vidal, 1992									EN	B1ab(iii)	3.1	2004	decreasing	N
